"","Gene.Symbol","StrataNGSv3","xT","Match type.x","Approved symbol.x","Approved name.x","HGNC ID.x","Location.x","xO","TSO500","Match type.y","Approved symbol.y","Approved name.y","HGNC ID.y","Location.y","FoundationOne","Match type","Approved symbol","Approved name","HGNC ID","Location","MSK"
"1610","SMC4",NA,NA,"Approved symbol","SMC4","structural maintenance of chromosomes 4","HGNC:14013","3q25.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611","SMC5",NA,NA,"Approved symbol","SMC5","structural maintenance of chromosomes 5","HGNC:20465","9q21.12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612","SMC6",NA,NA,"Approved symbol","SMC6","structural maintenance of chromosomes 6","HGNC:20466","2p24.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1613","SMCHD1",NA,NA,"Approved symbol","SMCHD1","structural maintenance of chromosomes flexible hinge domain containing 1","HGNC:29090","18p11.32","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1614","SMO","Yes","Yes","Approved symbol","SMO","smoothened, frizzled class receptor","HGNC:11119","7q32.1","Yes","Yes","Approved symbol","SMO","smoothened, frizzled class receptor","HGNC:11119","7q32.1","Yes","Approved symbol","SMO","smoothened, frizzled class receptor","HGNC:11119","7q32.1","Yes"
"1615","SMUG1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1616","SMURF1",NA,NA,"Approved symbol","SMURF1","SMAD specific E3 ubiquitin protein ligase 1","HGNC:16807","7q22.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617","SMURF2",NA,NA,"Approved symbol","SMURF2","SMAD specific E3 ubiquitin protein ligase 2","HGNC:16809","17q23.3-q24.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1618","SMYD1",NA,NA,"Approved symbol","SMYD1","SET and MYND domain containing 1","HGNC:20986","2p11.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1619","SMYD2",NA,NA,"Approved symbol","SMYD2","SET and MYND domain containing 2","HGNC:20982","1q32.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1620","SMYD3",NA,NA,"Approved symbol","SMYD3","SET and MYND domain containing 3","HGNC:15513","1q44","Yes",NA,NA,NA,NA,NA,NA,NA,"Approved symbol","SMYD3","SET and MYND domain containing 3","HGNC:15513","1q44","Yes"
"1621","SMYD4",NA,NA,"Approved symbol","SMYD4","SET and MYND domain containing 4","HGNC:21067","17p13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622","SMYD5",NA,NA,"Approved symbol","SMYD5","SMYD family member 5","HGNC:16258","2p13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623","SNCAIP",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Approved symbol","SNCAIP","synuclein alpha interacting protein","HGNC:11139","5q23.2","Yes",NA,NA,NA,NA,NA,NA
"1624","SOCS1","Yes","Yes","Approved symbol","SOCS1","suppressor of cytokine signaling 1","HGNC:19383","16p13.13","Yes","Yes","Approved symbol","SOCS1","suppressor of cytokine signaling 1","HGNC:19383","16p13.13","Yes","Approved symbol","SOCS1","suppressor of cytokine signaling 1","HGNC:19383","16p13.13","Yes"
"1625","SOD2",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626","SOS1",NA,NA,"Approved symbol","SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1","HGNC:11187","2p22.1","Yes",NA,NA,NA,NA,NA,NA,NA,"Approved symbol","SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1","HGNC:11187","2p22.1","Yes"
"1627","SOS2",NA,NA,"Approved symbol","SOS2","SOS Ras/Rho guanine nucleotide exchange factor 2","HGNC:11188","14q21.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1628","SOX1",NA,NA,"Approved symbol","SOX1","SRY-box 1","HGNC:11189","13q34","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629","SOX10",NA,"Yes","Approved symbol","SOX10","SRY-box 10","HGNC:11190","22q13.1","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630","SOX11","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631","SOX17",NA,NA,"Approved symbol","SOX17","SRY-box 17","HGNC:18122","8q11.23","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","SOX17","SRY-box 17","HGNC:18122","8q11.23","Yes"
"1632","SOX2","Yes","Yes","Approved symbol","SOX2","SRY-box 2","HGNC:11195","3q26.33","Yes","Yes","Approved symbol","SOX2","SRY-box 2","HGNC:11195","3q26.33","Yes","Approved symbol","SOX2","SRY-box 2","HGNC:11195","3q26.33","Yes"
"1633","SOX21",NA,NA,"Approved symbol","SOX21","SRY-box 21","HGNC:11197","13q32.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634","SOX3",NA,NA,"Approved symbol","SOX3","SRY-box 3","HGNC:11199","Xq27.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635","SOX8",NA,NA,"Approved symbol","SOX8","SRY-box 8","HGNC:11203","16p13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1636","SOX9",NA,"Yes","Approved symbol","SOX9","SRY-box 9","HGNC:11204","17q24.3","Yes","Yes","Approved symbol","SOX9","SRY-box 9","HGNC:11204","17q24.3","Yes","Approved symbol","SOX9","SRY-box 9","HGNC:11204","17q24.3","Yes"
"1637","SP100",NA,NA,"Approved symbol","SP100","SP100 nuclear antigen","HGNC:11206","2q37.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1638","SP110",NA,NA,"Approved symbol","SP110","SP110 nuclear body protein","HGNC:5401","2q37.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639","SP140",NA,NA,"Approved symbol","SP140","SP140 nuclear body protein","HGNC:17133","2q37.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640","SP140L",NA,NA,"Approved symbol","SP140L","SP140 nuclear body protein like","HGNC:25105","2q37.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641","SP3",NA,NA,"Approved symbol","SP3","Sp3 transcription factor","HGNC:11208","2q31.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642","SPDEF",NA,NA,"Approved symbol","SPDEF","SAM pointed domain containing ETS transcription factor","HGNC:17257","6p21.31","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643","SPEN",NA,"Yes","Approved symbol","SPEN","spen family transcriptional repressor","HGNC:17575","1p36.21-p36.13","Yes","Yes","Approved symbol","SPEN","spen family transcriptional repressor","HGNC:17575","1p36.21-p36.13","Yes","Approved symbol","SPEN","spen family transcriptional repressor","HGNC:17575","1p36.21-p36.13","Yes"
"1644","SPI1",NA,NA,"Approved symbol","SPI1","Spi-1 proto-oncogene","HGNC:11241","11p11.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645","SPIB",NA,NA,"Approved symbol","SPIB","Spi-B transcription factor","HGNC:11242","19q13.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1646","SPIC",NA,NA,"Approved symbol","SPIC","Spi-C transcription factor","HGNC:29549","12q23.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647","SPINK1",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1648","SPOP","Yes","Yes","Approved symbol","SPOP","speckle type BTB/POZ protein","HGNC:11254","17q21.33","Yes","Yes","Approved symbol","SPOP","speckle type BTB/POZ protein","HGNC:11254","17q21.33","Yes","Approved symbol","SPOP","speckle type BTB/POZ protein","HGNC:11254","17q21.33","Yes"
"1649","SPOPL",NA,NA,"Approved symbol","SPOPL","speckle type BTB/POZ protein like","HGNC:27934","2q22.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1650","SPRED1",NA,"Yes","Approved symbol","SPRED1","sprouty related EVH1 domain containing 1","HGNC:20249","15q14","Yes",NA,NA,NA,NA,NA,NA,NA,"Approved symbol","SPRED1","sprouty related EVH1 domain containing 1","HGNC:20249","15q14","Yes"
"1651","SPRED2",NA,NA,"Approved symbol","SPRED2","sprouty related EVH1 domain containing 2","HGNC:17722","2p14","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652","SPRED3",NA,NA,"Approved symbol","SPRED3","sprouty related EVH1 domain containing 3","HGNC:31041","19q13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653","SPRY2",NA,NA,"Approved symbol","SPRY2","sprouty RTK signaling antagonist 2","HGNC:11270","13q31.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1654","SPRY3",NA,NA,"Approved symbol","SPRY3","sprouty RTK signaling antagonist 3","HGNC:11271","Xq28 and Yq12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655","SPTA1",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656","SRC","Yes","Yes","Approved symbol","SRC","SRC proto-oncogene, non-receptor tyrosine kinase","HGNC:11283","20q11.23","Yes","Yes","Approved symbol","SRC","SRC proto-oncogene, non-receptor tyrosine kinase","HGNC:11283","20q11.23","Yes","Approved symbol","SRC","SRC proto-oncogene, non-receptor tyrosine kinase","HGNC:11283","20q11.23","Yes"
"1657","SRGAP3",NA,NA,"Approved symbol","SRGAP3","SLIT-ROBO Rho GTPase activating protein 3","HGNC:19744","3p25.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658","SRMS",NA,NA,"Approved symbol","SRMS","src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites","HGNC:11298","20q13.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1659","SRSF2",NA,"Yes","Approved symbol","SRSF2","serine and arginine rich splicing factor 2","HGNC:10783","17q25.2","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","SRSF2","serine and arginine rich splicing factor 2","HGNC:10783","17q25.2","Yes"
"1660","SS18",NA,NA,"Approved symbol","SS18","SS18 subunit of BAF chromatin remodeling complex","HGNC:11340","18q11.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661","SS18L1",NA,NA,"Approved symbol","SS18L1","SS18L1 subunit of BAF chromatin remodeling complex","HGNC:15592","20q13.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662","SSTR1",NA,NA,"Approved symbol","SSTR1","somatostatin receptor 1","HGNC:11330","14q13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663","SSTR2",NA,NA,"Approved symbol","SSTR2","somatostatin receptor 2","HGNC:11331","17q25.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664","SSTR3",NA,NA,"Approved symbol","SSTR3","somatostatin receptor 3","HGNC:11332","22q13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665","SSTR4",NA,NA,"Approved symbol","SSTR4","somatostatin receptor 4","HGNC:11333","20p11.21","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1666","SSTR5",NA,NA,"Approved symbol","SSTR5","somatostatin receptor 5","HGNC:11334","16p13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1667","SSX1","Yes",NA,"Approved symbol","SSX1","SSX family member 1","HGNC:11335","Xp11.23","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1668","SSX2",NA,NA,"Approved symbol","SSX2","SSX family member 2","HGNC:11336","Xp11.22","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1669","SSX3",NA,NA,"Approved symbol","SSX3","SSX family member 3","HGNC:11337","Xp11.23","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1670","SSX4",NA,NA,"Approved symbol","SSX4","SSX family member 4","HGNC:11338","Xp11.23","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671","STAG1",NA,NA,"Approved symbol","STAG1","stromal antigen 1","HGNC:11354","3q22.3","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1672","STAG2",NA,"Yes","Approved symbol","STAG2","stromal antigen 2","HGNC:11355","Xq25","Yes","Yes","Approved symbol","STAG2","stromal antigen 2","HGNC:11355","Xq25","Yes","Approved symbol","STAG2","stromal antigen 2","HGNC:11355","Xq25","Yes"
"1673","STARD3",NA,NA,"Approved symbol","STARD3","StAR related lipid transfer domain containing 3","HGNC:17579","17q11-q12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1674","STAT1",NA,NA,"Approved symbol","STAT1","signal transducer and activator of transcription 1","HGNC:11362","2q32.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1675","STAT2",NA,NA,"Approved symbol","STAT2","signal transducer and activator of transcription 2","HGNC:11363","12q13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1676","STAT3",NA,"Yes","Approved symbol","STAT3","signal transducer and activator of transcription 3","HGNC:11364","17q21.2","Yes","Yes","Approved symbol","STAT3","signal transducer and activator of transcription 3","HGNC:11364","17q21.2","Yes","Approved symbol","STAT3","signal transducer and activator of transcription 3","HGNC:11364","17q21.2","Yes"
"1677","STAT4",NA,"Yes","Approved symbol","STAT4","signal transducer and activator of transcription 4","HGNC:11365","2q32.2-q32.3","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678","STAT5A",NA,"Yes","Approved symbol","STAT5A","signal transducer and activator of transcription 5A","HGNC:11366","17q21.2","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","STAT5A","signal transducer and activator of transcription 5A","HGNC:11366","17q21.2","Yes"
"1679","STAT5B",NA,"Yes","Approved symbol","STAT5B","signal transducer and activator of transcription 5B","HGNC:11367","17q21.2","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","STAT5B","signal transducer and activator of transcription 5B","HGNC:11367","17q21.2","Yes"
"1680","STAT6",NA,"Yes","Approved symbol","STAT6","signal transducer and activator of transcription 6","HGNC:11368","12q13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681","STK11","Yes","Yes","Approved symbol","STK11","serine/threonine kinase 11","HGNC:11389","19p13.3","Yes","Yes","Approved symbol","STK11","serine/threonine kinase 11","HGNC:11389","19p13.3","Yes","Approved symbol","STK11","serine/threonine kinase 11","HGNC:11389","19p13.3","Yes"
"1682","STK19",NA,NA,"Approved symbol","STK19","serine/threonine kinase 19","HGNC:11398","6p21.33","Yes",NA,NA,NA,NA,NA,NA,NA,"Approved symbol","STK19","serine/threonine kinase 19","HGNC:11398","6p21.33","Yes"
"1683","STK3",NA,NA,"Approved symbol","STK3","serine/threonine kinase 3","HGNC:11406","8q22.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684","STK36","Yes",NA,"Approved symbol","STK36","serine/threonine kinase 36","HGNC:17209","2q35","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685","STK4",NA,NA,"Approved symbol","STK4","serine/threonine kinase 4","HGNC:11408","20q13.12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686","STK40",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","STK40","serine/threonine kinase 40","HGNC:21373","1p34.3","Yes"
"1687","STYK1",NA,NA,"Approved symbol","STYK1","serine/threonine/tyrosine kinase 1","HGNC:18889","12p13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688","SUFU","Yes","Yes","Approved symbol","SUFU","SUFU negative regulator of hedgehog signaling","HGNC:16466","10q24.32","Yes","Yes","Approved symbol","SUFU","SUFU negative regulator of hedgehog signaling","HGNC:16466","10q24.32","Yes","Approved symbol","SUFU","SUFU negative regulator of hedgehog signaling","HGNC:16466","10q24.32","Yes"
"1689","SULT1A1",NA,NA,"Approved symbol","SULT1A1","sulfotransferase family 1A member 1","HGNC:11453","16p11.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690","SUV39H1",NA,NA,"Approved symbol","SUV39H1","suppressor of variegation 3-9 homolog 1","HGNC:11479","Xp11.23","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","SUV39H2",NA,NA,"Approved symbol","SUV39H2","suppressor of variegation 3-9 homolog 2","HGNC:17287","10p13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692","SUV420H1",NA,NA,"Previous symbol","KMT5B","lysine methyltransferase 5B","HGNC:24283","11q13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693","SUV420H2",NA,NA,"Previous symbol","KMT5C","lysine methyltransferase 5C","HGNC:28405","19q13.42","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694","SUZ12",NA,"Yes","Approved symbol","SUZ12","SUZ12 polycomb repressive complex 2 subunit","HGNC:17101","17q11.2","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","SUZ12","SUZ12 polycomb repressive complex 2 subunit","HGNC:17101","17q11.2","Yes"
"1695","SYK","Yes","Yes","Approved symbol","SYK","spleen associated tyrosine kinase","HGNC:11491","9q22.2","Yes","Yes","Approved symbol","SYK","spleen associated tyrosine kinase","HGNC:11491","9q22.2","Yes","Approved symbol","SYK","spleen associated tyrosine kinase","HGNC:11491","9q22.2","Yes"
"1696","SYNE1","Yes",NA,"Approved symbol","SYNE1","spectrin repeat containing nuclear envelope protein 1","HGNC:17089","6q25.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697","TAF1","Yes","Yes","Approved symbol","TAF1","TATA-box binding protein associated factor 1","HGNC:11535","Xq13.1","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698","TAF15",NA,NA,"Approved symbol","TAF15","TATA-box binding protein associated factor 15","HGNC:11547","17q12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699","TAF1L","Yes",NA,"Approved symbol","TAF1L","TATA-box binding protein associated factor 1 like","HGNC:18056","9p21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700","TAL1","Yes",NA,"Approved symbol","TAL1","TAL bHLH transcription factor 1, erythroid differentiation factor","HGNC:11556","1p33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701","TAL2",NA,NA,"Approved symbol","TAL2","TAL bHLH transcription factor 2","HGNC:11557","9q31.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702","TANC1",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703","TAOK1",NA,NA,"Approved symbol","TAOK1","TAO kinase 1","HGNC:29259","17q11.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704","TAOK2",NA,NA,"Approved symbol","TAOK2","TAO kinase 2","HGNC:16835","16p11.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","TAOK3",NA,NA,"Approved symbol","TAOK3","TAO kinase 3","HGNC:18133","12q","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706","TAP1",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approved symbol","TAP1","transporter 1, ATP binding cassette subfamily B member","HGNC:43","6p21.32","Yes"
"1707","TAP2",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approved symbol","TAP2","transporter 2, ATP binding cassette subfamily B member","HGNC:44","6p21.32","Yes"
"1708","TBC1D12",NA,"Yes","Approved symbol","TBC1D12","TBC1 domain family member 12","HGNC:29082","10q23.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709","TBL1X",NA,NA,"Approved symbol","TBL1X","transducin beta like 1 X-linked","HGNC:11585","Xp22.31-p22.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710","TBL1XR1",NA,"Yes","Approved symbol","TBL1XR1","transducin beta like 1 X-linked receptor 1","HGNC:29529","3q26.32","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","TBP",NA,NA,"Approved symbol","TBP","TATA-box binding protein","HGNC:11588","6q27","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712","TBX18",NA,NA,"Approved symbol","TBX18","T-box 18","HGNC:11595","6q14.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","TBX2",NA,NA,"Approved symbol","TBX2","T-box 2","HGNC:11597","17q23.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714","TBX22","Yes",NA,"Approved symbol","TBX22","T-box 22","HGNC:11600","Xq21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715","TBX3",NA,"Yes","Approved symbol","TBX3","T-box 3","HGNC:11602","12q24.21","Yes","Yes","Approved symbol","TBX3","T-box 3","HGNC:11602","12q24.21","Yes","Approved symbol","TBX3","T-box 3","HGNC:11602","12q24.21","Yes"
"1716","TBXAS1",NA,NA,"Approved symbol","TBXAS1","thromboxane A synthase 1","HGNC:11609","7q34","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717","TCEB1",NA,"Yes","Previous symbol","ELOC","elongin C","HGNC:11617","8q21.11","Yes","Yes",NA,NA,NA,NA,NA,NA,"Previous symbol","ELOC","elongin C","HGNC:11617","8q21.11","Yes"
"1718","TCF12","Yes",NA,"Approved symbol","TCF12","transcription factor 12","HGNC:11623","15q21.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719","TCF3","Yes","Yes","Approved symbol","TCF3","transcription factor 3","HGNC:11633","19p13.3","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","TCF3","transcription factor 3","HGNC:11633","19p13.3","Yes"
"1720","TCF4",NA,NA,"Approved symbol","TCF4","transcription factor 4","HGNC:11634","18q21.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721","TCF7",NA,NA,"Approved symbol","TCF7","transcription factor 7","HGNC:11639","5q31.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722","TCF7L1","Yes",NA,"Approved symbol","TCF7L1","transcription factor 7 like 1","HGNC:11640","2p11.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","TCF7L2","Yes","Yes","Approved symbol","TCF7L2","transcription factor 7 like 2","HGNC:11641","10q25.2-q25.3","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","TCF7L2","transcription factor 7 like 2","HGNC:11641","10q25.2-q25.3","Yes"
"1724","TCL1A","Yes","Yes","Approved symbol","TCL1A","T cell leukemia/lymphoma 1A","HGNC:11648","14q32.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725","TCL1B",NA,NA,"Approved symbol","TCL1B","T cell leukemia/lymphoma 1B","HGNC:11649","14q32.13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726","TEAD1",NA,NA,"Approved symbol","TEAD1","TEA domain transcription factor 1","HGNC:11714","11p15.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727","TEAD2",NA,NA,"Approved symbol","TEAD2","TEA domain transcription factor 2","HGNC:11715","19q13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728","TEAD3",NA,NA,"Approved symbol","TEAD3","TEA domain transcription factor 3","HGNC:11716","6p21.31","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729","TEAD4",NA,NA,"Approved symbol","TEAD4","TEA domain transcription factor 4","HGNC:11717","12p13.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1730","TEC",NA,NA,"Approved symbol","TEC","tec protein tyrosine kinase","HGNC:11719","4p12-p11","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731","TEF",NA,NA,"Approved symbol","TEF","TEF transcription factor, PAR bZIP family member","HGNC:11722","22q13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732","TEK",NA,NA,"Approved symbol","TEK","TEK receptor tyrosine kinase","HGNC:11724","9p21.2","Yes",NA,"Approved symbol","TEK","TEK receptor tyrosine kinase","HGNC:11724","9p21.2","Yes","Approved symbol","TEK","TEK receptor tyrosine kinase","HGNC:11724","9p21.2","Yes"
"1733","TERC",NA,NA,"Approved symbol","TERC","telomerase RNA component","HGNC:11727","3q26.2","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734","TERF1",NA,NA,"Approved symbol","TERF1","telomeric repeat binding factor 1","HGNC:11728","8q21.11","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735","TERT","Yes","Yes","Approved symbol","TERT","telomerase reverse transcriptase","HGNC:11730","5p15.33","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","TERT","telomerase reverse transcriptase","HGNC:11730","5p15.33","Yes"
"1736","TET1","Yes",NA,"Approved symbol","TET1","tet methylcytosine dioxygenase 1","HGNC:29484","10q21.3","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","TET1","tet methylcytosine dioxygenase 1","HGNC:29484","10q21.3","Yes"
